customerID,risk_score,top_risk_drivers
7590-VHVEG,61.86,tenure; TotalCharges; InternetService Fiber optic
1751-NCDLI,52.28,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9878-TNQGW,75.94,tenure; TotalCharges; InternetService Fiber optic
9170-ARBTB,5.22,tenure; InternetService Fiber optic; Contract One year
4441-NIHPT,65.82,InternetService Fiber optic; PaymentMethod Electronic check; tenure
8999-BOHSE,70.55,InternetService Fiber optic; tenure; MonthlyCharges
7241-AJHFS,13.51,tenure; InternetService Fiber optic; OnlineSecurity Yes
7029-RPUAV,47.93,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
4546-FOKWR,52.35,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
9036-CSKBW,14.09,tenure; InternetService Fiber optic; Contract One year
5832-TRLPB,9.3,InternetService Fiber optic; tenure; Contract One year
8590-YFFQO,5.53,Contract Two year; tenure; InternetService Fiber optic
8659-IOOPU,6.7,Contract Two year; tenure; TotalCharges
1338-CECEE,7.15,InternetService Fiber optic; tenure; Contract One year
7439-DKZTW,85.65,tenure; TotalCharges; InternetService Fiber optic
4646-QZXTF,22.31,InternetService Fiber optic; tenure; OnlineSecurity Yes
4607-CHPCA,32.69,Contract One year; InternetService Fiber optic; PaymentMethod Electronic check
9742-XOKTS,9.69,tenure; OnlineSecurity Yes; PaymentMethod Electronic check
6921-OZMFH,19.59,tenure; InternetService Fiber optic; MonthlyCharges
9578-FOMUK,7.57,InternetService Fiber optic; OnlineSecurity No internet service; MonthlyCharges
4712-UYOOI,6.77,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity No internet service
8824-RWFXJ,41.33,tenure; TotalCharges; InternetService Fiber optic
7722-CVFXN,19.75,tenure; InternetService Fiber optic; Contract One year
8717-VCTXJ,5.3,tenure; InternetService Fiber optic; Contract One year
7363-QTBIW,69.38,tenure; InternetService Fiber optic; PaymentMethod Electronic check
4159-NAAIX,9.53,Contract Two year; tenure; TotalCharges
0971-QIFJK,4.81,Contract Two year; tenure; InternetService Fiber optic
9397-TZSHA,5.16,Contract Two year; tenure; InternetService Fiber optic
3391-JSQEW,10.74,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0343-QLUZP,5.68,Contract Two year; tenure; InternetService Fiber optic
9763-PDTKK,71.04,tenure; InternetService Fiber optic; MonthlyCharges
2176-LVPNX,5.48,Contract Two year; tenure; InternetService Fiber optic
7627-JKIAZ,27.75,InternetService Fiber optic; tenure; PaymentMethod Electronic check
3312-UUMZW,31.35,InternetService Fiber optic; tenure; PaymentMethod Electronic check
1271-UODNO,7.56,Contract Two year; InternetService Fiber optic; tenure
8461-EFQYM,5.2,InternetService Fiber optic; tenure; Contract One year
6900-RBKER,9.77,Contract Two year; tenure; TotalCharges
6891-JPYFF,20.22,tenure; InternetService Fiber optic; OnlineSecurity Yes
1459-QNFQT,5.17,Contract Two year; tenure; InternetService Fiber optic
1047-NNCBF,23.59,InternetService Fiber optic; PaymentMethod Electronic check; tenure
3696-XRIEN,9.46,tenure; InternetService Fiber optic; Contract One year
4081-DYXAV,23.78,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
0074-HDKDG,7.66,InternetService Fiber optic; Contract One year; tenure
8791-GFXLZ,16.79,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8111-SLLHI,51.78,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0927-LCSMG,58.79,tenure; InternetService Fiber optic; TotalCharges
9330-DHBFL,6.73,InternetService Fiber optic; Contract One year; tenure
0098-BOWSO,6.94,InternetService Fiber optic; tenure; PaymentMethod Electronic check
3452-ABWRL,32.23,tenure; InternetService Fiber optic; TotalCharges
5859-HZYLF,5.05,Contract Two year; InternetService Fiber optic; tenure
8257-RZAHR,18.92,InternetService Fiber optic; MonthlyCharges; OnlineSecurity Yes
5293-WXJAK,78.48,tenure; InternetService Fiber optic; MonthlyCharges
3156-QLHBO,7.74,tenure; InternetService Fiber optic; OnlineSecurity No internet service
2208-NQBCT,21.84,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
1779-PWPMG,5.58,Contract Two year; tenure; TotalCharges
6621-NRZAK,4.79,Contract Two year; tenure; InternetService Fiber optic
0831-JNISG,4.87,Contract Two year; tenure; InternetService Fiber optic
0774-IFUVM,14.07,InternetService Fiber optic; MonthlyCharges; OnlineSecurity Yes
3082-WQRVY,7.35,Contract One year; InternetService Fiber optic; SeniorCitizen
9553-DLCLU,6.5,Contract Two year; InternetService Fiber optic; OnlineSecurity Yes
1641-BYBTK,7.08,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
2460-NGXBJ,51.58,InternetService Fiber optic; tenure; Contract Two year
2446-ZKVAF,12.09,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
0841-NULXI,80.69,tenure; TotalCharges; PaymentMethod Electronic check
3522-CDKHF,21.3,InternetService Fiber optic; tenure; OnlineSecurity Yes
1430-SFQSA,7.51,tenure; Contract One year; InternetService Fiber optic
0411-EZJZE,45.11,tenure; InternetService Fiber optic; TotalCharges
7851-WZEKY,86.82,tenure; InternetService Fiber optic; TotalCharges
8844-TONUD,61.96,InternetService Fiber optic; MonthlyCharges; tenure
8807-ARQET,21.41,InternetService Fiber optic; PaymentMethod Electronic check; tenure
8992-CEUEN,9.54,tenure; InternetService Fiber optic; MonthlyCharges
4320-QMLLA,22.28,InternetService Fiber optic; tenure; MonthlyCharges
8777-PVYGU,6.67,tenure; InternetService Fiber optic; Contract One year
8292-ITGYJ,5.07,Contract Two year; InternetService Fiber optic; tenure
6870-ZWMNX,5.86,Contract Two year; tenure; InternetService Fiber optic
0621-CXBKL,5.96,Contract Two year; InternetService Fiber optic; tenure
5268-DSMNQ,13.05,tenure; Contract One year; TotalCharges
5334-JLAXU,15.73,tenure; TotalCharges; OnlineSecurity Yes
4086-YQSNZ,79.42,tenure; InternetService Fiber optic; TotalCharges
6242-MBHPK,45.69,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
5868-CZJDR,55.88,tenure; TotalCharges; InternetService Fiber optic
9359-UGBTK,6.84,tenure; InternetService Fiber optic; TotalCharges
0135-NMXAP,67.61,InternetService Fiber optic; tenure; MonthlyCharges
4782-OSFXZ,5.21,Contract Two year; tenure; InternetService Fiber optic
6479-OAUSD,5.06,InternetService Fiber optic; Contract One year; tenure
7129-ACFOG,31.15,tenure; InternetService Fiber optic; OnlineSecurity Yes
4189-NAKJS,9.2,InternetService Fiber optic; tenure; Contract One year
5562-BETPV,11.54,tenure; TotalCharges; Contract One year
1282-IHQAC,10.43,tenure; Contract One year; InternetService Fiber optic
9127-FHJBZ,5.83,Contract Two year; tenure; TotalCharges
6270-OMFIW,21.41,tenure; Contract One year; TotalCharges
1641-RQDAY,43.53,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0107-WESLM,53.69,tenure; TotalCharges; PaymentMethod Electronic check
6994-ORCWG,12.46,InternetService Fiber optic; Contract One year; MonthlyCharges
1346-UFHAX,29.11,OnlineSecurity Yes; InternetService Fiber optic; Contract Two year
3992-YWPKO,62.64,tenure; InternetService Fiber optic; TechSupport Yes
2933-XEUJM,5.65,Contract Two year; tenure; InternetService Fiber optic
0125-LZQXK,55.86,InternetService Fiber optic; tenure; PaymentMethod Electronic check
5461-QKNTN,31.5,tenure; PaymentMethod Electronic check; InternetService Fiber optic
4835-YSJMR,6.84,Contract Two year; tenure; InternetService Fiber optic
8399-YNDCH,21.48,InternetService Fiber optic; SeniorCitizen; MonthlyCharges
3164-YAXFY,15.19,tenure; PaymentMethod Electronic check; InternetService Fiber optic
0887-WBJVH,18.49,tenure; Contract One year; InternetService Fiber optic
4660-IRIBM,28.59,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
5673-FSSMF,65.68,tenure; TotalCharges; InternetService Fiber optic
7670-ZBPOQ,6.18,tenure; InternetService Fiber optic; Contract One year
8089-UZWLX,9.35,Contract Two year; tenure; TotalCharges
0080-OROZO,25.69,InternetService Fiber optic; PaymentMethod Electronic check; Contract One year
3916-NRPAP,68.86,tenure; InternetService Fiber optic; TotalCharges
6807-SIWJI,21.55,Contract One year; PaymentMethod Electronic check; InternetService Fiber optic
8221-HVAYI,5.63,Contract Two year; InternetService Fiber optic; tenure
1579-KLYDT,81.45,tenure; InternetService Fiber optic; MonthlyCharges
5232-NXPAY,5.91,Contract Two year; tenure; InternetService Fiber optic
8967-SZQAS,18.22,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
4468-KAZHE,19.47,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
0455-ENTCR,6.04,Contract Two year; tenure; InternetService Fiber optic
8944-AILEF,7.82,InternetService Fiber optic; OnlineSecurity No internet service; DeviceProtection No internet service
5542-NKVRU,4.88,Contract Two year; InternetService Fiber optic; tenure
7126-RBHSD,31.41,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
5370-IIVVL,18.12,tenure; Contract One year; InternetService Fiber optic
6789-HJBWG,20.18,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
3927-NLNRY,17.28,tenure; Contract One year; InternetService Fiber optic
9087-EYCPR,4.97,Contract Two year; tenure; InternetService Fiber optic
6791-YBNAK,13.94,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6358-LYNGM,85.98,tenure; TotalCharges; InternetService Fiber optic
6077-BDPXA,68.59,tenure; InternetService Fiber optic; TotalCharges
0013-MHZWF,18.34,InternetService Fiber optic; tenure; TechSupport Yes
5494-HECPR,86.99,tenure; TotalCharges; InternetService Fiber optic
8268-YDIXR,14.28,tenure; Contract One year; PaymentMethod Electronic check
9824-BEMCV,53.28,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
1373-ORVIZ,25.8,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
4291-SHSBH,60.18,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6980-IMXXE,4.86,Contract Two year; tenure; InternetService Fiber optic
9866-QEVEE,42.45,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
9897-KXHCM,74.47,tenure; InternetService Fiber optic; TotalCharges
0040-HALCW,4.97,Contract Two year; InternetService Fiber optic; tenure
0784-GTUUK,5.09,tenure; Contract One year; InternetService Fiber optic
7979-CORPM,33.46,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2294-DMMUS,9.93,tenure; InternetService Fiber optic; TotalCharges
0872-JCPIB,12.22,InternetService Fiber optic; MonthlyCharges; OnlineSecurity Yes
3055-MJDSB,35.99,TotalCharges; InternetService Fiber optic; tenure
9091-WTUUY,5.23,Contract Two year; tenure; InternetService Fiber optic
1618-CFHME,78.01,tenure; TotalCharges; InternetService Fiber optic
3165-HDOEW,59.32,tenure; TotalCharges; InternetService Fiber optic
6581-NQCBA,24.77,InternetService Fiber optic; PaymentMethod Electronic check; TechSupport Yes
7115-IRDHS,4.83,Contract Two year; tenure; InternetService Fiber optic
8496-DMZUK,9.38,Contract One year; tenure; InternetService Fiber optic
2040-VZIKE,22.77,tenure; InternetService Fiber optic; OnlineSecurity Yes
9068-VPWQQ,5.54,Contract Two year; tenure; InternetService Fiber optic
0178-SZBHO,30.99,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0384-RVBPI,10.39,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
1689-MRZQR,36.72,InternetService Fiber optic; PaymentMethod Electronic check; tenure
1299-AURJA,4.82,Contract Two year; tenure; InternetService Fiber optic
4525-VZCZG,13.05,tenure; OnlineSecurity Yes; Contract One year
1543-LLLFT,10.57,tenure; Contract One year; TotalCharges
5835-BEQEU,78.4,tenure; InternetService Fiber optic; TotalCharges
2788-CJQAQ,5.6,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
5565-FILXA,75.66,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
0319-QZTCO,29.45,tenure; InternetService Fiber optic; TotalCharges
2120-SMPEX,6.28,InternetService Fiber optic; tenure; OnlineSecurity No internet service
0096-FCPUF,9.54,InternetService Fiber optic; tenure; OnlineSecurity Yes
0668-OGMHD,23.59,PaymentMethod Electronic check; InternetService Fiber optic; Contract Two year
5552-ZNFSJ,61.03,tenure; TotalCharges; InternetService Fiber optic
2223-KAGMX,12.09,InternetService Fiber optic; TotalCharges; Contract Two year
6507-ZJSUR,46.24,InternetService Fiber optic; PaymentMethod Electronic check; tenure
9408-HRXRK,25.27,OnlineSecurity Yes; InternetService Fiber optic; tenure
5593-SUAOO,11.97,Contract One year; InternetService Fiber optic; tenure
7321-PKUYW,65.05,InternetService Fiber optic; tenure; MonthlyCharges
2833-SLKDQ,53.64,tenure; TotalCharges; InternetService Fiber optic
6766-HFKLA,8.97,Contract Two year; tenure; InternetService Fiber optic
7595-EUIVN,78.6,tenure; TotalCharges; InternetService Fiber optic
7617-EYGLW,22.52,tenure; TotalCharges; InternetService Fiber optic
2026-TGDHM,73.32,tenure; InternetService Fiber optic; PaymentMethod Electronic check
9220-ZNKJI,7.71,Contract Two year; tenure; TotalCharges
4030-VPZBD,62.07,tenure; TotalCharges; InternetService Fiber optic
2226-ICFDO,5.13,Contract Two year; tenure; InternetService Fiber optic
0723-VSOBE,18.94,tenure; Contract One year; PaymentMethod Electronic check
5529-GIBVH,4.96,Contract Two year; tenure; InternetService Fiber optic
4187-CINZD,20.13,Contract One year; tenure; InternetService Fiber optic
9992-UJOEL,53.35,tenure; TotalCharges; InternetService Fiber optic
4741-WWJQZ,41.91,tenure; OnlineSecurity Yes; TotalCharges
6625-UTXEW,18.56,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
6818-WOBHJ,21.14,tenure; TotalCharges; InternetService Fiber optic
6244-BESBM,7.26,Contract Two year; tenure; TotalCharges
1004-NOZNR,16.55,tenure; Contract One year; TotalCharges
1251-STYSZ,48.22,OnlineSecurity Yes; tenure; InternetService Fiber optic
2612-PHGOX,5.69,Contract Two year; tenure; InternetService Fiber optic
2408-TZMJL,22.16,tenure; PaymentMethod Electronic check; OnlineSecurity Yes
8480-PPONV,7.2,Contract Two year; tenure; TotalCharges
8780-IHCRN,4.83,Contract Two year; tenure; InternetService Fiber optic
4598-ZADCK,8.52,InternetService Fiber optic; tenure; PaymentMethod Electronic check
1257-SXUXQ,9.31,InternetService Fiber optic; tenure; TotalCharges
9681-KYGYB,28.09,OnlineSecurity Yes; PaymentMethod Electronic check; tenure
7182-OVLBJ,8.18,Contract Two year; tenure; TotalCharges
5095-ETBRJ,5.47,Contract Two year; tenure; InternetService Fiber optic
7005-CYUIL,6.75,Contract Two year; tenure; TotalCharges
4821-WQOYN,4.98,Contract Two year; tenure; InternetService Fiber optic
4730-AWNAU,6.88,InternetService Fiber optic; tenure; Contract One year
3452-FLHYD,5.65,InternetService Fiber optic; Contract One year; tenure
2388-LAESQ,5.58,Contract Two year; tenure; TotalCharges
9531-NSBMR,5.4,tenure; InternetService Fiber optic; Contract One year
6260-ONULR,53.3,tenure; TotalCharges; InternetService Fiber optic
4389-UEFCZ,8.78,Contract Two year; tenure; TotalCharges
8711-LOBKY,4.97,Contract Two year; tenure; InternetService Fiber optic
9134-CEQMF,80.43,tenure; InternetService Fiber optic; MonthlyCharges
8985-OOPOS,23.43,tenure; TotalCharges; InternetService Fiber optic
8800-ZKRFW,33.23,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2616-FLVQC,5.52,Contract Two year; tenure; InternetService Fiber optic
9968-FFVVH,6.59,tenure; InternetService Fiber optic; Contract One year
3108-PCCGG,5.59,Contract Two year; tenure; TotalCharges
7993-PYKOF,32.94,OnlineSecurity Yes; tenure; InternetService Fiber optic
8390-FESFV,5.46,Contract Two year; tenure; InternetService Fiber optic
3022-BEXHZ,10.7,Contract Two year; tenure; InternetService Fiber optic
5027-XWQHA,43.81,tenure; InternetService Fiber optic; PaymentMethod Electronic check
6248-TKCQV,5.36,Contract Two year; tenure; InternetService Fiber optic
6729-GDNGC,29.71,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6198-ZFIOJ,68.6,tenure; InternetService Fiber optic; TotalCharges
5989-OMNJE,15.66,InternetService Fiber optic; PaymentMethod Electronic check; Contract One year
4566-QVRRW,34.17,InternetService Fiber optic; PaymentMethod Electronic check; tenure
1291-CUOCY,7.5,Contract Two year; tenure; TotalCharges
9795-SHUHB,5.47,Contract Two year; tenure; InternetService Fiber optic
3230-IUALN,5.3,Contract Two year; tenure; InternetService Fiber optic
0042-RLHYP,4.9,Contract Two year; tenure; InternetService Fiber optic
8519-IMDHU,66.26,InternetService Fiber optic; tenure; Contract Two year
4945-RVMTE,11.18,InternetService Fiber optic; tenure; MonthlyCharges
0201-OAMXR,28.7,tenure; MonthlyCharges; InternetService Fiber optic
1866-NXPSP,7.87,InternetService Fiber optic; tenure; Contract One year
3372-KWFBM,70.52,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7831-QGOXH,59.66,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
6393-WRYZE,50.67,InternetService Fiber optic; PaymentMethod Electronic check; tenure
3941-XTSKM,9.87,InternetService Fiber optic; tenure; Contract One year
1661-CZBAU,7.14,tenure; InternetService Fiber optic; Contract One year
6599-RCLCJ,34.18,InternetService Fiber optic; tenure; PaymentMethod Electronic check
